name	country	gender	birthdate	birthyear	competition_years	first	last	results
Celine AUVERT	FRA	W	23 Jul 1982	1982	None	None	NoneNone
Anne-Laure FRAPPART	FRA	W	19 Apr 1971	1971	2017;2016;2016;2015;2015;2014;2014	2014	2017	FA Final,2,PR3 Mix4+;FB Final,2,LTAMix4+;FA Final,5,LTAMix4+;FB Final,2,LTAMix4+;FA Final,3,LTAMix4+;FA Final,6,LTAMix4+;FA Final,3,LTAMix4+
Lise JOUBERT	FRA	W	1 Dec 1992	1992	2015;2015;2014;2014	2014	2015	FB Final,2,LTAMix4+;FA Final,3,LTAMix4+;FA Final,6,LTAMix4+;FA Final,3,LTAMix4+
Guillaume LEMIRE	FRA	M	29 Oct 1984	1984	2015;2015;2014;2014	2014	2015	FB Final,2,LTAMix4+;FA Final,3,LTAMix4+;FA Final,6,LTAMix4+;FA Final,3,LTAMix4+
Guylaine MARCHAND	FRA	W	1 Jun 1969	1969	2018;2017;2017;2016;2016;2015;2015;2014;2014	2014	2018	FA Final,3,PR3 Mix4+;FA Final,2,PR3 Mix2x;FA Final,2,PR3 Mix4+;FB Final,2,LTAMix4+;FA Final,1,LTAMix2x;FB Final,2,LTAMix4+;FA Final,3,LTAMix4+;FA Final,3,LTAMix2x;FA Final,1,LTAMix2x
Fabien SAINT-LANNES	FRA	M	10 Oct 1985	1985	2016;2014;2014	2014	2016	FA Final,1,LTAMix2x;FA Final,6,LTAMix4+;FA Final,3,LTAMix4+
Fuad RAFAIL	TUR	M	19 Jul 1989	1989	2017;2016;2016;2015;2015;2015;2014;2014	2014	2017	FD Final,1,M1x;SA/B 2 Semifinal,5,M2-;FC Final,6,M2-;FC Final,1,M2-;FC Final,1,M2-;FA Final,6,M2-;FB Final,2,M2-;FC Final,1,M4-
Besim SAHINOGLU	TUR	M	1 Nov 1993	1993	2018;2017;2017;2016;2016;2014;2014	2014	2018	FD Final,4,M2-;FB Final,6,M2-;FA Final,5,M2-;FB Final,2,M2+;FA Final,2,M2+;FA Final,4,BM2-;FC Final,1,M4-
Amalia TSIAVOU	GRE	W	23 Nov 1995	1995	2015;2015;2015;2015;2014;2014;2014	2014	2015	FC Final,3,LW2x;FA Final,1,BLW1x;FB Final,5,LW2x;FB Final,3,LW2x;FC Final,6,LW2x;FA Final,6,BLW2x;FB Final,5,LW1x
Radek SUMA	CZE	M	7 Jun 1999	1999	2017;2016;2016	2016	2017	FB Final,2,BM8+;FB Final,5,M2+;R1 Repechage,4,BM8+
Elsa CARPARELLI	ITA	W	2 May 1991	1991	2014	2014	2014	FB Final,3,W8+
Alessandro LAINO	ITA	M	7 Jan 1994	1994	2016;2016;2015;2014;2014	2014	2016	FB Final,2,BM4-;R1 Repechage,5,M4x;FA Final,6,BM4x;FA Final,4,BM4x;FB Final,5,M8+
Christina JOHANSEN	DEN	W	17 Jul 1992	1992	2018;2017;2017;2017;2014;2014;2014	2014	2018	FA Final,5,W2-;FA Final,3,W2-;FA Final,3,W2-;FA Final,2,W2-;FB Final,3,W4x;FB Final,4,W4x;FB Final,3,W4x
Charlotte BOOTH	GBR	W	14 Aug 1985	1985	2017;2016;2016;2015;2015;2015;2015;2014;2014;2014;2014	2014	2017	FA Final,2,LW2x;FC Final,2,LW2x;FB Final,2,LW2x;FA Final,2,LW2x;FA Final,4,LW2x;FA Final,1,LW2x;FA Final,1,LW2x;FA Final,6,LW4x;FB Final,2,W4x;FA Final,2,LW2x;FA Final,4,LW1x
Donna ETIEBET	GBR	W	29 Apr 1986	1986	2016;2016;2015;2015;2015;2015;2014;2014;2014;2014	2014	2016	FA Final,1,W4-;None,None,None;FA Final,4,W8+;FA Final,3,W8+;FA Final,3,W8+;FA Final,5,W8+;FA Final,6,W8+;FA Final,3,W8+;FA Final,3,W8+;FA Final,2,W8+
Olga SVIRSKA	LAT	W	13 Jan 1986	1986	2018;2018;2017;2017;2016;2016;2016;2015;2015;2015;2015;None;2014	2014	None	FC Final,2,LW1x;FB Final,4,LW1x;FC Final,1,LW1x;FB Final,2,LW1x;FD Final,1,LW1x;FC Final,2,LW1x;FB Final,3,LW1x;FB Final,6,LW1x;FB Final,6,LW1x;FB Final,6,LW1x;FB Final,2,LW1x;FA Final,5,LW1x;FC Final,3,LW2x
Ludmila IVANOVA	LAT	W	3 Oct 1985	1985	2014	2014	2014	FC Final,3,LW2x
Dawid KAMINSKI	POL	M	2 May 1992	1992	2016;2015;2015;None;2014;2014;2014	2014	None	FB Final,3,LM4-;FB Final,4,LM4-;FB Final,2,LM4-;FB Final,2,LM4-;FC Final,1,LM4-;FB Final,1,LM4-;FA Final,6,LM4-
Serhii SYCHOV	UKR	M	13 Sep 1989	1989	2014	2014	2014	FB Final,5,LM4-
Iegor ZAMANA	UKR	M	19 May 1991	1991	2014	2014	2014	FB Final,5,LM4-
Ae-Ri NOORT	NED	W	10 Jan 1983	1983	2018;2018;2018;2017;2017;2017;2016;2016;2016;2016;2016;2015;2015;2015;2014;2014	2014	2018	FA Final,4,W8+;FB Final,1,M8+;FA Final,4,M8+;FA Final,6,W8+;FA Final,4,W8+;FA Final,2,W8+;FA Final,6,W8+;FA Final,3,W8+;FA Final,2,W8+;FA Final,2,W8+;FA Final,1,W8+;FA Final,6,W8+;FA Final,5,W8+;FA Final,2,W8+;FB Final,2,W8+;FA Final,4,W8+
Yuliya CHERNOY	ISR	W	6 Dec 1979	1979	2016;2016;2015;2015;2014;2014	2014	2016	FB Final,3,TAMix2x;FB Final,3,TAMix2x;FB Final,2,TAMix2x;FB Final,1,TAMix2x;FA Final,6,TAMix2x;FA Final,5,TAMix2x
Kenichi SHIBUYA	JPN	M	24 Oct 1972	1972	None	None	NoneNone
Kanako UEDA	JPN	W	20 Jul 1989	1989	2018;2015;2015;2015;2014;2014	2014	2018	FA Final,6,LW4x;FC Final,5,LW1x;FD Final,1,LW2x;FC Final,5,LW2x;FB Final,4,LW1x;FC Final,1,LW1x
Masato KOBAYASHI	JPN	M	27 May 1991	1991	2016;2016;2016;2015;2015;2015;2014;2014	2014	2016	FB Final,1,LM2-;FA Final,5,LM4-;FB Final,5,LM4-;FC Final,1,LM2-;FC Final,5,LM4-;FC Final,3,LM4-;FC Final,3,LM4-;FB Final,5,LM2-
Kiyotaka ITO	JPN	M	31 May 1987	1987	2014;2014	2014	2014	FC Final,3,LM4-;FB Final,5,LM2-
Yusuke SATO	JPN	M	4 Jan 1992	1992	None	None	NoneNone
Hiroki SASANO	JPN	M	31 Dec 1991	1991	None	None	NoneNone
Jikai AN	CHN	M	8 Oct 1992	1992	2014	2014	2014	FA Final,6,M8+
Junjie FAN	CHN	M	14 Jan 1995	1995	2018;2018;2018;2017;2017;2015;2015;2015;None;2014;2014	2014	None	FA Final,5,LM1x;FC Final,4,LM2x;FB Final,1,LM1x;FA Final,3,LM2x;FA Final,4,LM2x;FB Final,6,M8+;FA Final,6,LM4-;FA Final,3,LM4-;FA Final,4,LM4-;FC Final,1,LM2x;FC Final,3,LM2x
Dongwei FENG	CHN	M	2 Nov 1993	1993	2014	2014	2014	FD Final,3,M1x
Jiahao LI	CHN	M	19 Oct 1993	1993	2015;2015;2015;None;2014;2014	2014	None	FB Final,5,LM2-;FA Final,4,LM2-;FA Final,1,LM2-;FA Final,2,LM2-;FB Final,1,LM4-;FA Final,6,LM4-
Yanan LIN	CHN	M	5 Apr 1994	1994	2018;2018;2014;2014	2014	2018	H3 Heat,4,M4-;FC Final,6,M2-;FC Final,5,M4-;FA Final,6,M8+
Dang LIU	CHN	M	17 Aug 1989	1989	2015;2015;2015;None;2014;2014	2014	None	FC Final,3,M4x;FB Final,2,M4x;FA Final,2,M4x;FA Final,1,M4x;FA Final,4,M4x;FA Final,4,M4x
Jun LIU	CHN	M	9 Aug 1989	1989	2014;2014	2014	2014	FC Final,3,M2-;FB Final,4,M2-
Bobo QIAO	CHN	M	16 Jun 1993	1993	2015;2015;2015;None;2014	2014	None	FB Final,6,M8+;FB Final,3,M8+;FA Final,5,M8+;FA Final,3,M8+;FB Final,3,M4-
Tao ZENG	CHN	M	19 May 1993	1993	2016;2016;2015;2015;2015;None;2014;2014	2014	None	FB Final,3,LM2-;FA Final,3,LM2-;FB Final,2,LM4-;FA Final,5,LM4-;FA Final,2,LM4-;FA Final,6,LM4-;FB Final,1,LM4-;FA Final,6,LM4-
Longjie ZHAO	CHN	M	12 Jul 1993	1993	2014;2014	2014	2014	FB Final,4,M8+;FA Final,6,M8+
Qiuqiu GAO	CHN	W	9 Aug 1992	1992	2014;2014	2014	2014	FA Final,3,W8+;FA Final,4,W8+
Shuai GUO	CHN	W	18 Mar 1989	1989	2016;2015;2015;2015;None;2014;2014	2014	None	FC Final,2,LW1x;FA Final,5,LW4x;FA Final,5,LW1x;FA Final,2,LW1x;FA Final,2,LW1x;FA Final,6,LW1x;FD Final,2,LW2x
Sihui HE	CHN	W	8 May 1992	1992	2014;2014	2014	2014	FA Final,3,W4-;FA Final,3,W4-
Dandan JIA	CHN	W	30 Jul 1988	1988	2014	2014	2014	FC Final,3,W2-
Xianhui LI	CHN	W	25 Jan 1993	1993	None	None	NoneNone
Yang LYU	CHN	W	26 Nov 1993	1993	2018;2018;2018;2018;2017;2017;2016;2016;2015;2015;2015;None;2014;2014;2013	2013	None	FA Final,4,W4x;FA Final,4,W4x;FA Final,2,W4x;FA Final,4,W2x;FA Final,5,W2x;FA Final,3,W4x;FB Final,5,W2x;FB Final,2,W2x;FB Final,1,W4x;FA Final,4,W4x;FA Final,4,W4x;FA Final,3,W4x;FA Final,2,W4x;FB Final,2,W2x;FA Final,6,W4x
Miaomiao QIN	CHN	W	11 Dec 1996	1996	None	None	NoneNone
Tianyu TENG	CHN	W	25 Jun 1992	1992	2014;2014	2014	2014	FA Final,4,LW4x;FA Final,6,LW2x
Zhanxin YU	CHN	W	11 Oct 1994	1994	2014	2014	2014	FC Final,3,W2-
Dan ZHANG	CHN	W	24 Jan 1988	1988	2015;2015;2015;None;2014;2014	2014	None	FB Final,3,W8+;FA Final,4,W8+;FB Final,4,W2-;FB Final,4,W2-;FA Final,3,W8+;FA Final,4,W8+
Huan ZHANG	CHN	W	18 Dec 1995	1995	2014;2014	2014	2014	FA Final,4,LW4x;FB Final,1,LW2x
Jun DAI	CHN	M	30 Apr 1989	1989	2014	2014	2014	FB Final,5,M2x
Jiahui FENG	CHN	M	13 Feb 1994	1994	2015;2015;None;2014;2014	2014	None	FB Final,3,M8+;FA Final,5,M8+;FA Final,3,M8+;FB Final,4,M8+;FB Final,3,M4-
Bin TIAN	CHN	M	18 Jan 1995	1995	2017;2015;2015;2015;None;2014;2014	2014	None	FB Final,2,LM4x;FD Final,3,LM2x;FC Final,2,LM2x;FB Final,6,LM2x;FA Final,6,LM2x;FA Final,3,LM4x;FC Final,5,LM2x
Cuiming CHEN	CHN	W	12 Jun 1993	1993	2017;2015;2015;2015;None	2015	None	FA Final,3,LW2x;FB Final,1,LW2x;FB Final,1,LW2x;FA Final,1,LW2x;FA Final,2,LW2x
Le CHEN	CHN	W	2 Sep 1992	1992	2014;2014	2014	2014	FA Final,4,LW4x;FB Final,1,LW2x
Eleonora DE PAOLIS	ITA	W	9 Jun 1986	1986	2016;2016;2015;2015;2014;2014	2014	2016	FB Final,3,ASW1x;FB Final,1,ASW1x;FA Final,6,ASW1x;FA Final,5,ASW1x;FB Final,3,ASW1x;FB Final,2,ASW1x
Georgia ALLEN	NZL	W	24 Aug 1996	1996	2017;2016;2014	2014	2017	FB Final,2,BW4x;FB Final,1,BW4x;FA Final,6,JW4x
Georgia NUGENT-O'LEARY	NZL	W	14 Aug 1996	1996	2016;2014	2014	2016	FA Final,4,BW8+;FA Final,6,JW4x
Nadja HYSON	NZL	W	12 Feb 1996	1996	2014	2014	2014	FA Final,6,JW4x
Samantha VOSS	NZL	W	30 Jun 1996	1996	2018;2015;2014	2014	2018	FA Final,1,BW1x;FB Final,1,BW4x;FA Final,6,JW4x
Ella PUDNEY	NZL	W	25 Aug 1996	1996	2014	2014	2014	FB Final,2,JW4-
Elizabeth ROSS	NZL	W	6 Oct 1996	1996	2018;2018;2018;2017;2017;2016;2015;2014	2014	2018	FB Final,1,W8+;FA Final,1,W8+;FA Final,2,W8+;FB Final,4,W4-;FB Final,3,BW4-;FA Final,4,BW8+;FA Final,5,BW4-;FB Final,2,JW4-
Jackie GOWLER	NZL	W	7 Jun 1996	1996	2018;2018;2018;2017;2017;2017;2016;2015;2014;2014	2014	2018	FB Final,1,W8+;FA Final,1,W8+;FA Final,2,W8+;FB Final,4,W4-;FA Final,6,W2-;FA Final,5,W2-;FA Final,4,BW8+;FA Final,5,BW4-;FB Final,3,JW2-;FB Final,2,JW4-
Renee OLLEY	NZL	W	6 Sep 1996	1996	2014;2014	2014	2014	FB Final,3,JW2-;FB Final,2,JW4-
Hugo ELWORTHY	NZL	M	5 Jun 1996	1996	2017;2016;2014	2014	2017	FB Final,1,BM8+;FA Final,3,BM4-;FA Final,3,JM4+
William MORRIS-WHYTE	NZL	M	8 Oct 1996	1996	2014	2014	2014	FA Final,3,JM4+
Thomas MACKINTOSH	NZL	M	30 Jan 1997	1997	2018;2018;2017;2014	2014	2018	FC Final,3,M4-;FA Final,3,BM4-;FB Final,1,BM8+;FA Final,3,JM4+
Matthew WYLIE	NZL	M	1 Aug 1996	1996	2014	2014	2014	FA Final,3,JM4+
Sean GIBLOT DUCRAY	NZL	M	23 Sep 1996	1996	2014	2014	2014	FA Final,3,JM4x
Oliver STEPHENS	NZL	M	25 Sep 1996	1996	2016;2014	2014	2016	FA Final,2,BM4x;FA Final,3,JM4x
Ari PALSSON	NZL	M	6 Oct 1996	1996	2014	2014	2014	FA Final,3,JM4x
Phillip WILSON	NZL	M	13 Nov 1996	1996	2018;2018;2018;2017;2016;2014	2014	2018	FB Final,3,M8+;FA Final,5,M8+;FB Final,1,M8+;FB Final,1,BM8+;FA Final,1,BM4+;FC Final,2,JM2x
Thomas CLYMA	NZL	M	2 Jan 1996	1996	2017;2016;2014	2014	2017	FB Final,1,BM8+;FA Final,3,BM4-;FC Final,2,JM2x
Luka ELLERY	NZL	W	29 Aug 1996	1996	2018;2016;2014	2014	2018	FA Final,6,BW2x;FB Final,5,BW1x;FB Final,1,JW2x
Michel GOMES PESSANHA	BRA	M	29 Mar 1979	1979	2018;2018;2017;2016;2016;2015;2015;2014;2014	2014	2018	FA Final,4,PR2 Mix2x;FA Final,2,PR2 Mix2x;FA Final,5,PR2 Mix2x;FB Final,1,TAMix2x;FA Final,4,TAMix2x;FA Final,6,TAMix2x;FA Final,2,TAMix2x;FA Final,3,TAMix2x;FA Final,6,TAMix2x
Nikita KREK	RUS	M	5 Jun 1989	1989	2016;2015	2015	2016	FB Final,1,LTAMix4+;R1 Repechage,5,LTAMix4+
Maksim MANAKOV	RUS	M	1 Dec 1984	1984	2016;2015;2015	2015	2016	FB Final,1,LTAMix4+;FC Final,4,LTAMix4+;R1 Repechage,5,LTAMix4+
Olga KONONOVA	RUS	W	3 Mar 1987	1987	2018;2017;2016;2015	2015	2018	FB Final,6,PR3 Mix4+;FA Final,3,PR3 Mix2x;FB Final,1,LTAMix4+;R1 Repechage,5,LTAMix4+
Nikolay DMITRENKO	RUS	M	16 Oct 1998	1998	2015;2015	2015	2015	FC Final,4,LTAMix4+;R1 Repechage,5,LTAMix4+
Svitlana BOHUSLAVSKA	UKR	W	22 Mar 1988	1988	2018;2018;2018;2016;2014	2014	2018	FA Final,3,PR2 Mix2x;FA Final,4,PR2 Mix2x;FA Final,2,PR2 Mix2x;FB Final,1,TAMix2x;FA Final,4,TAMix2x
Maksym ZHUK	UKR	M	5 May 1991	1991	2018;2018;2017;2017;2016;2016;2015;2015;2014	2014	2018	FA Final,6,PR3 Mix4+;FA Final,0,PR3 Mix2x;FA Final,4,PR3 Mix4+;FA Final,1,PR3 Mix4+;FB Final,3,LTAMix4+;FA Final,3,LTAMix4+;FA Final,6,LTAMix4+;FA Final,5,LTAMix4+;FA Final,4,LTAMix4+
Iryna YARYNKA	UKR	W	2 Jun 1986	1986	2017;2017;2016;2016;2015;2015;2014	2014	2017	FA Final,4,PR3 Mix4+;FA Final,1,PR3 Mix4+;FB Final,3,LTAMix4+;FA Final,3,LTAMix4+;FA Final,6,LTAMix4+;FA Final,5,LTAMix4+;FA Final,4,LTAMix4+
Abdel Khalek ELBANA	EGY	M	4 Jul 1988	1988	2018;2016;2015	2015	2018	FE Final,1,M1x;FB Final,4,M1x;H2 Heat,1,M1x
Erika BUETLER	SUI	W	20 Jan 1986	1986	2016;2015;2015;2015;2014;2014;2014	2014	2016	None,None,None;None,None,None;None,None,None;None,None,None;None,None,None;None,None,None;None,None,None
Ladina MEIER	GER	W	28 Aug 1990	1990	2018;2018;2018;2018;2016;2016;2016;2016;2014	2014	2018	FA Final,3,LW4x;FA Final,3,LW4x;FB Final,6,LW2x;FA Final,3,LW1x;FB Final,3,LW1x;FB Final,3,LW1x;FB Final,1,LW1x;FA Final,4,LW1x;FC Final,1,W2-
Josef IGNACIAK	POL	M	2 May 1994	1994	2016;2014	2014	2016	None,None,None;None,None,None
Marta KOCZOROWSKA	POL	W	27 Jun 1985	1985	None	None	NoneNone
Katarzyna SOCZEWKA	POL	W	15 Feb 1986	1986	2014	2014	2014	FA Final,5,LTAMix4+
Rafal SITEK	POL	M	26 May 1990	1990	2015;2014	2014	2015	FC Final,5,LTAMix4+;FA Final,5,LTAMix4+
Robert NIESYCZYNSKI	POL	M	6 Apr 1993	1993	2018;2015;2014	2014	2018	FB Final,2,PR3 Mix4+;FC Final,5,LTAMix4+;FA Final,5,LTAMix4+
Celine AUBERT	FRA	W	23 Jul 1982	1982	2016;2014;2014	2014	2016	FA Final,5,LTAMix4+;FA Final,6,LTAMix4+;FA Final,3,LTAMix4+
Claus HELGESEN	DEN	M	26 May 1976	1976	None	None	NoneNone
Bertha FLENSBORG	DEN	W	28 Apr 1981	1981	None	None	NoneNone
Grace CLOUGH	GBR	W	21 Jun 1991	1991	2018;2017;2016;2016;2015;2015;2014;2014	2014	2018	FA Final,1,PR3 Mix4+;FA Final,1,PR3 Mix4+;FA Final,1,LTAMix4+;None,None,None;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+;FA Final,1,LTAMix4+
Rachel MORRIS	GBR	W	25 Apr 1979	1979	2016;2016;2015;2015;2014;2014	2014	2016	FA Final,1,ASW1x;FA Final,1,ASW1x;FA Final,2,ASW1x;FA Final,4,ASW1x;FA Final,5,ASW1x;FA Final,2,ASW1x
Valentin GENESTE	FRA	M	25 Oct 1995	1995	2017;2016;2014;2014	2014	2017	FA Final,6,BLM4x;FB Final,1,BLM4x;FB Final,3,BLM4-;FB Final,3,LM4-
Privel HINKATI	BEN	M	8 Dec 1988	1988	2018;2018;2017;2017;2016;2016;2015;2015;2015;None;2014	2014	None	FF Final,1,M1x;FE Final,3,M1x;FF Final,4,M1x;FF Final,2,M1x;FE Final,2,M1x;FD Final,4,M1x;SF A/B1 Semifinal,4,M1x;FF Final,5,M1x;FB Final,6,M1x;FB Final,6,M1x;FD Final,5,M1x
Kevin NEVILLE	IRL	M	17 Oct 1993	1993	2014	2014	2014	FB Final,6,BM4-
Sean CAROLAN	IRL	M	24 Aug 1952	1952	None	None	NoneNone
Karina WILVERS	ARG	W	5 Mar 1983	1983	2015;2015;2014;2014;2014	2014	2015	FB Final,1,LW4x;FC Final,4,W2x;FD Final,1,LW2x;FB Final,6,LW2x;FC Final,6,LW2x
Alejandro COLOMINO	ARG	M	3 Jan 1988	1988	2018;2018;2018;2017;2017;2015;2015;2014;2014;2014	2014	2018	FD Final,3,LM2x;FC Final,2,LM2x;FC Final,6,LM2x;FC Final,2,LM2x;FB Final,6,LM1x;FD Final,4,LM2x;FC Final,4,LM4-;FC Final,6,LM1x;FD Final,2,LM2x;FD Final,1,LM2x
Edwin VERMETTEN	NED	M	27 Jul 1973	1973	None	None	NoneNone
Alexander VAN HOLK	NED	M	5 Jun 1984	1984	2016;2016;2015;2015;2014;2014	2014	2016	FB Final,1,ASM1x;FB Final,3,ASM1x;FA Final,6,ASM1x;FB Final,2,ASM1x;FB Final,4,ASM1x;FA Final,6,ASM1x
Adriana QUIRIJNS	NED	W	22 Sep 1975	1975	2014;2014	2014	2014	FB Final,4,ASW1x;FB Final,4,ASW1x
Anna THORNTON	GBR	W	19 Jul 1997	1997	2018;2018;2017;2016;2015;2014;2014	2014	2018	FA Final,4,W2x;FA Final,1,BW2x;FA Final,1,BW4x;FA Final,2,BW8+;FA Final,2,JW4x;FB Final,2,JW1x;FA Final,3,JW4x
Tracy EISSER	USA	W	20 Nov 1989	1989	2018;2018;2017;2017;2017;2016;2016;2015;2015;2014;2014	2014	2018	FA Final,1,W8+;FA Final,3,W8+;FA Final,2,W2-;FA Final,2,W2-;FA Final,2,W2-;FA Final,5,W4x;R1 Repechage,5,W4x;FA Final,1,W4x;FA Final,3,W4x;FA Final,3,W4x;FA Final,2,W4x
Grace LATZ	USA	W	21 Feb 1988	1988	2017;2017;2016;2016;2015;2015;2014;2014	2014	2017	FA Final,4,W8+;FA Final,3,W8+;FA Final,5,W4x;FA Final,6,W4x;FA Final,1,W4-;FA Final,3,W4x;FA Final,3,W4x;FA Final,2,W4x
Hitoshi FUJITA	JPN	M	15 Jan 1992	1992	2014	2014	2014	FB Final,2,BLM2-
Baku HIRAKI	JPN	M	18 Feb 1992	1992	2014	2014	2014	FA Final,5,BLM4-
Sumito NAKAMURA	JPN	M	30 Mar 1992	1992	2014	2014	2014	FA Final,5,BLM4-
Kazuki NARA	JPN	M	18 Jul 1992	1992	2017;2017;2016;2016;2016;2014	2014	2017	FA Final,5,LM4x;FA Final,6,LM2x;FB Final,1,LM2-;FA Final,5,LM4-;FB Final,5,LM4-;FA Final,5,BLM4-
Yuji HAMAGAMI	JPN	M	16 Jul 1993	1993	2014	2014	2014	FC Final,6,BLM2x
Kakeru SATO	JPN	M	29 Jul 1994	1994	2018;2018;2017;2017;2017;2016;2016;2016;2015;2014	2014	2018	FB Final,6,LM2x;FC Final,1,LM2x;FC Final,3,LM2x;FB Final,3,LM2x;FB Final,1,LM2x;FA Final,5,BLM4-;FA Final,5,LM4-;FB Final,5,LM4-;FA Final,5,BLM4-;FA Final,5,BLM4-
Ai KAWAMOTO	JPN	W	30 Sep 1993	1993	2017;2017;2014	2014	2017	FA Final,6,LW4x;FA Final,3,LW4x;FB Final,4,BLW2x
Maki NODA	JPN	W	11 Jan 1994	1994	2015;2015;2014	2014	2015	FC Final,1,BLW2x;FC Final,6,LW2x;FB Final,3,BLW1x
Chiaki TOMITA	JPN	W	18 Oct 1993	1993	2017;2017;2016;2016;2015;2015;2014	2014	2017	H4 Heat,0,LW1x;FC Final,6,LW1x;FB Final,6,LW2x;FC Final,1,LW2x;FC Final,5,LW2x;FA Final,2,BLW1x;FB Final,4,BLW2x
Vladislav ZABLUDA	ISR	M	20 Jan 1997	1997	2014	2014	2014	FD Final,3,JM2x
Tomer SHVARTSMAN	ISR	M	16 Oct 1996	1996	2016;2016;2015;2014	2014	2016	FD Final,5,BM1x;FB Final,4,M2x;FE Final,4,M2x;FD Final,3,JM2x
Diana EGERTON-WARBURTON	ISR	W	29 Jul 1976	1976	2014	2014	2014	FC Final,4,W2x
Mahsa JAVAR	IRI	W	12 May 1994	1994	2016;2014;2014	2014	2016	FE Final,4,W1x;FC Final,2,BLW2x;FB Final,5,W4x
Miharu TAKASHIMA	JPN	W	10 Oct 1997	1997	2018;2017;2017;2016;2015;2015;2015;2014;2014	2014	2018	FA Final,5,BLW4x;FB Final,3,BLW1x;FC Final,5,LW1x;FB Final,5,BLW1x;FC Final,1,BLW2x;FC Final,6,LW2x;R1 Repechage,4,LW1x;FD Final,1,JW1x;FC Final,1,JW4x
Montserrat GARCIA	MEX	W	15 Jul 1990	1990	2014;2014	2014	2014	FB Final,2,LW4x;FC Final,3,LW2x
Leo Victor DAVIS	RSA	M	11 Mar 1992	1992	2018;2017;2016;2015;2014	2014	2018	FC Final,4,M2-;FC Final,2,M2-;FC Final,1,M2+;FA Final,4,M2+;FB Final,4,BM2-
James BRITTAIN	RSA	M	1 Sep 1993	1993	2014	2014	2014	FC Final,6,BLM1x
Jonathan  SMITH	RSA	M	19 Feb 1992	1992	2016;2016;2016;2015;2015;2014	2014	2016	FA Final,4,M4-;FA Final,1,M4-;FA Final,6,M4-;FC Final,1,M4-;R1 Repechage,4,M4-;FB Final,4,BM2-
Felix FREUDIGER	SUI	M	30 Nov 1994	1994	2014	2014	2014	FB Final,2,BLM4-
Clemens BUERLI	SUI	M	18 Oct 1993	1993	2014	2014	2014	FB Final,2,BLM4-
Addy DUNKLEY-SMITH	AUS	W	30 Aug 1993	1993	2018;2018;2018;2015;2014	2014	2018	FB Final,2,W2-;FA Final,5,W8+;FA Final,3,W8+;FA Final,3,BW2-;FA Final,4,BW8+
David Anthony MCGRATH	AUS	M	30 Aug 1984	1984	None	None	NoneNone
Jeremy MCGRATH	AUS	M	21 Apr 1994	1994	2016;2015;2014	2014	2016	FB Final,1,LTAMix4+;FB Final,3,LTAMix4+;FA Final,2,LTAMix2x
John ARMITAGE	AUS	M	29 Apr 1995	1995	2015;2014	2014	2015	FB Final,1,BLM2-;FA Final,6,BLM2-
Kathleen MURDOCH	AUS	W	22 Dec 1986	1986	2016;2015;2014	2014	2016	FB Final,1,LTAMix4+;FB Final,3,LTAMix4+;FA Final,2,LTAMix2x
Katrina WERRY	AUS	W	10 Oct 1993	1993	2018;2018;2017;2017;2017;2015;2014	2014	2018	FA Final,2,W4-;FA Final,5,W8+;FA Final,1,W4-;FA Final,5,W2-;FA Final,1,W4-;FA Final,3,BW2-;FA Final,4,BW8+
Laura DUNN	AUS	W	10 Nov 1987	1987	2015;2014	2014	2015	FA Final,4,LW4x;FA Final,2,LW4x
Tessa CARTY	AUS	W	30 Dec 1994	1994	2016;2015;2014	2014	2016	FA Final,6,BW4x;FA Final,2,BW4x;FB Final,2,BW4x
Tala ABUJBARA	QAT	W	22 Jul 1992	1992	2018;2018;2017;2016;2015;2015;2015;2015;None;2014	2014	None	FD Final,3,W1x;FC Final,6,W1x;FD Final,4,W1x;FD Final,4,W1x;FE Final,5,W1x;FD Final,4,W1x;FD Final,4,W1x;FB Final,6,W1x;FA Final,5,W1x;FE Final,3,W1x
Arantza VALERA	PER	W	4 Apr 1997	1997	2014	2014	2014	FC Final,3,JW4x
Pamela NOYA	PER	W	27 Jun 1996	1996	2017;2014	2014	2017	FC Final,4,LW2x;FC Final,3,JW4x
Rafaella VIACAVA	PER	W	12 Jan 1996	1996	2014	2014	2014	FC Final,3,JW4x
Paula PARKS	PER	W	27 Nov 1996	1996	2014	2014	2014	FC Final,3,JW4x
Uncas BATISTA	BRA	M	14 Oct 1996	1996	2018;2018;2018;2017;2017;2017;2017;2016;2016;2014;2014;2014	2014	2018	FA Final,1,BLM1x;FC Final,6,M1x;FB Final,3,LM1x;FA Final,6,LM1x;FA Final,1,BLM1x;FC Final,1,LM1x;FA Final,6,LM1x;FB Final,2,BLM1x;FB Final,3,LM1x;FB Final,1,JM1x;FB Final,6,JM1x;FB Final,5,BLM1x
Yusuke IMAI	JPN	M	1 Jul 1982	1982	2014;2014	2014	2014	None,None,None;None,None,None
Alexandros ZISIMIDIS	CYP	M	30 May 1997	1997	2017;2016;2016;2016;2014	2014	2017	FB Final,2,BLM1x;R1 Repechage,4,LM2x;FC Final,1,LM2x;FC Final,2,LM2x;FA Final,5,BLM4x
Omiros ANTONIOU	CYP	M	3 Jul 1994	1994	2014	2014	2014	FA Final,5,BLM4x
Christodoulos ARISTEIDOU	CYP	M	30 Sep 1997	1997	2014	2014	2014	FA Final,5,BLM4x
