name	country	gender	birthdate	birthyear	competition_years	first	last	results
Robert Michael GIBSON	CAN	M	2 Feb 1986	1986	2016;2016;2016;2016;2015;2015;2014;2014;2014;2013;2012;2012;2011;2011;2010;2010;2010;2009;2009;2008;2008;2007;2007;2006;2006;2004;1983;1981	1981	2016	FB Final,2,M4x;R1 Repechage,0,M4x;FA Final,1,M4x;FA Final,2,M4x;FB Final,5,M4x;FA Final,3,M4x;FA Final,5,M4-;FA Final,3,M4-;FA Final,4,M4-;FC Final,2,M4-;FA Final,2,M8+;FA Final,3,M8+;FA Final,3,M8+;FA Final,5,M8+;FB Final,1,M8+;FA Final,4,M8+;FA Final,3,M4-;FA Final,2,M8+;FA Final,2,M8+;FA Final,2,BM8+;FB Final,3,M4-;FC Final,2,M4-;FB Final,1,M4-;FA Final,2,M4+;FA Final,1,BM8+;FA Final,3,JM4+;FB Final,2,M8+;FA Final,3,LM4-
William CROTHERS	CAN	M	14 Jun 1987	1987	2017;2016;2016;2016;2015;2015;2014;2014;2014;2013;2013;2012;2012;2011;2011;2010;2010;2009;2008;2007;2007;2006;2006;2005;2004	2004	2017	FB Final,5,M2-;FA Final,6,M4-;FB Final,2,M4-;FA Final,4,M4-;FA Final,4,M4-;FA Final,3,M4-;FA Final,5,M4-;FA Final,3,M4-;FA Final,4,M4-;FC Final,2,M4-;FB Final,3,M4-;FA Final,2,M8+;FA Final,3,M8+;FA Final,3,M8+;FA Final,5,M8+;FB Final,1,M8+;FB Final,5,M4-;FA Final,4,BM4-;FA Final,2,BM8+;FB Final,1,BM8+;R Repechage,4,M8+;FA Final,2,M4+;FA Final,1,BM8+;FA Final,4,JM2-;FA Final,3,JM4+
Robert VANNER	CAN	M	29 Dec 1987	1987	2004	2004	2004	FA Final,3,JM4+
Kurtis BOYD	CAN	M	5 May 1986	1986	2008;2007;2007;2006;2004	2004	2008	FA Final,6,LM8+;FB Final,2,BLM4-;FD Final,2,LM4-;FB Final,3,BLM4-;FA Final,5,JM2-
Chris AYLARD	CAN	M	9 Jun 1986	1986	2008;2007;2007;2006;2006;2005;2004	2004	2008	FA Final,2,BM8+;FB Final,1,BM8+;R Repechage,4,M8+;FA Final,2,M4+;FA Final,1,BM8+;FA Final,3,BM8+;FA Final,4,JM4-
Richard ANDERSON	CAN	M	31 Mar 1987	1987	2009;2005;2004	2004	2009	FA Final,5,BM8+;FA Final,4,JM2-;FA Final,4,JM4-
Mathew LAUSBERG	CAN	M	6 Jul 1986	1986	2004	2004	2004	FD Final,1,JM1x
Greg PUPO	CAN	M	12 May 1987	1987	2005;2004	2004	2005	FB Final,4,JM4-;R Repechage,0,JM8+
Alan SAWULA	CAN	M	10 May 1987	1987	2004	2004	2004	R Repechage,0,JM8+
Jeff OVERINGTON	CAN	M	24 Nov 1987	1987	2009;2005;2004	2004	2009	FB Final,5,BLM4-;FB Final,4,JM4-;R Repechage,0,JM8+
Richard JOYCE	CAN	M	9 Jun 1987	1987	2004	2004	2004	R Repechage,0,JM8+
Graham LEITCH	CAN	M	1 Apr 1986	1986	2004	2004	2004	R Repechage,0,JM8+
Kyle NICKEL	CAN	M	28 May 1987	1987	2004	2004	2004	R Repechage,0,JM8+
James MULCAHY	CAN	M	25 Mar 1986	1986	2004	2004	2004	R Repechage,0,JM8+
Josh GRACIN	CAN	M	11 Feb 1988	1988	2006;2005;2004	2004	2006	FC Final,1,JM2-;FA Final,5,JM4+;R Repechage,0,JM8+
Robert KING	CAN	M	21 Dec 1988	1988	None	None	NoneNone
Colin SUTHERLAND	CAN	M	24 Jan 1986	1986	None	None	NoneNone
Teskey CONNOR	CAN	M	None	None	None	None	NoneNone
Kristyna ANDELOVA	CZE	W	1 Apr 1987	1987	2004	2004	2004	FB Final,1,JW2-
Katerina FRANCOVA	CZE	W	28 Aug 1987	1987	2005;2004	2004	2005	FA Final,6,JW8+;FB Final,1,JW2-
Michal OPRAVIL	CZE	M	31 Aug 1986	1986	2006;2005;2004	2004	2006	FC Final,5,BM2x;FB Final,4,BM4x;FA Final,5,JM2x
Barbora ZEDNIKOVA	CZE	W	19 Nov 1988	1988	2006;2005;2004	2004	2006	FC Final,1,JW1x;FA Final,6,JW8+;FB Final,1,JW4x
Sarka TOPOLANKOVA	CZE	W	24 Aug 1987	1987	2005;2004	2004	2005	FB Final,5,JW4-;FB Final,1,JW4x
Zaneta SMEJKALOVA	CZE	W	20 May 1986	1986	2006;2005;2005;2004	2004	2006	FB Final,2,W4x;FA Final,4,BW4x;FA Final,6,W4x;FB Final,1,JW4x
Inese GEGERE	LAT	W	15 Apr 1982	1982	None	None	NoneNone
Filip KAPLAN	CZE	M	1 Apr 1988	1988	2006;2005;2004	2004	2006	FB Final,4,JM4x;FB Final,5,JM4-;FA Final,2,JM8+
Michal HORVATH	CZE	M	30 Jun 1987	1987	2012;2012;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2009;2009;2009;2009;2009;2008;2008;2008;2008;2007;2007;2007;2007;2007;2006;2006;2005;2004	2004	2012	FA Final,3,M8+;R Repechage,4,M4-;FA Final,5,M4-;FA Final,1,M4-;FA Final,4,M4-;FB Final,6,M4-;FC Final,1,M4-;FA Final,5,M4-;FB Final,3,M4-;FA Final,3,M4-;FB Final,6,M4-;FA Final,6,M4-;FA Final,5,M4-;FA Final,2,M4-;FA Final,4,M4-;FB Final,4,M4-;FA Final,5,M4-;FA Final,2,M4-;FA Final,5,M4-;FA Final,6,M4-;H3 Heat,4,M4-;FA Final,2,M4-;FA Final,1,M4-;FB Final,1,M4-;FA Final,5,M4-;FA Final,3,M4-;FA Final,4,M4-;FD Final,1,M2x;FC Final,6,M2x;FC Final,2,JM2x;FA Final,2,JM8+
Patrik GARAJ	CZE	M	13 Oct 1987	1987	2005;2004	2004	2005	FB Final,5,JM4-;FA Final,2,JM8+
Michal PLESKO	CZE	M	20 May 1986	1986	2008;2007;2005;2004	2004	2008	FB Final,7,BM8+;FB Final,6,BM8+;FB Final,3,M8+;FA Final,2,JM8+
David PROSVIC	CZE	M	3 Feb 1986	1986	2004	2004	2004	FA Final,2,JM8+
David HARNISCH	CZE	M	11 Jul 1987	1987	2005;2004	2004	2005	FB Final,5,JM4-;FA Final,2,JM8+
Jan ZBROJKA	CZE	M	3 Jul 1986	1986	2005;2005;2004	2004	2005	FA Final,5,BM8+;FB Final,3,M8+;FA Final,2,JM8+
Martina HILBRANDT	DEN	W	10 May 1987	1987	2005;2004	2004	2005	FB Final,1,JW1x;FC Final,1,JW1x
Sophus JOHANNESEN	DEN	M	20 Apr 1987	1987	2015;2015;2015;2015;2014;2014;2014;2014;2014;2013;2013;2013;2012;2012;2012;2010;2010;2010;2009;2009;2009;2008;2008;2007;2007;2007;2006;2005;2004	2004	2015	FC Final,3,M2x;FB Final,6,M2x;FB Final,4,M2x;FB Final,3,M2x;FB Final,6,M2x;FB Final,5,M2x;FC Final,4,M2x;FB Final,5,M2x;FA Final,6,M2x;FB Final,6,M2x;FB Final,3,M2x;FA Final,5,M2x;FB Final,4,M4x;FA Final,5,M4x;FC Final,1,M4x;F Final,2,LM8+;FA Final,5,LM4x;FD Final,2,LM2x;FB Final,5,BLM1x;FC Final,1,LM2x;FB Final,6,LM2x;FB Final,2,BLM2x;FD Final,5,LM2x;FA Final,5,LM4x;FA Final,3,BLM4x;FA Final,4,LM4x;FB Final,2,BLM1x;FB Final,4,JM1x;FB Final,3,JM2x
Rauno TALISOO	EST	M	22 Dec 1988	1988	2011;2011;2010;2010;2010;2009;2009;2008;2007;2007;2007;2006;2006;2006;2005;2005;2004	2004	2011	R Repechage,5,M8+;FD Final,4,M4-;FB Final,2,M8+;FB Final,1,BM8+;FB Final,3,M8+;FA Final,4,M8+;FA Final,6,BM8+;FA Final,6,BM8+;FC Final,4,M8+;FA Final,1,BM8+;FB Final,5,M8+;FC Final,2,JM1x;FB Final,1,BM8+;FB Final,2,M8+;FB Final,1,JM2-;FB Final,1,BM8+;FB Final,3,JM2-
Kaisa PAJUSALU	EST	W	19 Feb 1989	1989	2014;2014;2014;2014;2014;2013;2013;2013;2012;2012;2012;2011;2011;2011;2011;2011;2011;2010;2010;2010;2010;2009;2009;2009;2009;2008;2008;2008;2007;2007;2007;2006;2006;2005;2004	2004	2014	FD Final,3,W2x;FC Final,2,W2x;FC Final,6,W1x;FC Final,2,W1x;FB Final,2,W1x;FB Final,4,W1x;FB Final,1,W1x;FA Final,5,W1x;FA Final,3,W1x;FA Final,6,W1x;FB Final,3,W1x;FB Final,1,W1x;FB Final,6,W1x;FA Final,3,BW1x;FB Final,6,W1x;FB Final,3,W1x;FC Final,3,W1x;FA Final,6,W1x;FA Final,2,BW1x;FC Final,2,W1x;FC Final,1,W1x;FA Final,6,W2x;FB Final,5,W1x;FA Final,2,BW1x;FB Final,4,W1x;FC Final,2,W1x;FA Final,5,BW1x;FC Final,1,W2x;FC Final,2,W2x;FA Final,2,JW2x;FB Final,2,W2x;FA Final,1,JW2x;FA Final,5,BW2x;FB Final,2,JW1x;FB Final,1,JW1x
Sten VILLMANN	EST	M	26 Jan 1986	1986	2011;2011;2011;2009;2008;2007;2007;2006;2006;2005;2004	2004	2011	R Repechage,5,M8+;FD Final,2,M4-;FC Final,2,M4-;FA Final,4,M8+;FA Final,6,BM8+;FA Final,1,BM8+;FB Final,5,M8+;FB Final,1,BM8+;FB Final,2,M8+;FB Final,1,BM8+;F Final,5,JM2+
Martin ABSALON	EST	M	7 Jan 1986	1986	2009;2008;2007;2007;2007;2006;2006;2005;2004	2004	2009	FA Final,4,M8+;FA Final,6,BM8+;FC Final,4,M8+;FA Final,1,BM8+;FB Final,5,M8+;FB Final,1,BM8+;FB Final,2,M8+;FB Final,1,BM8+;F Final,5,JM2+
Denis NESSON	EST	M	10 Oct 1987	1987	2007;2005	2005	2007	FC Final,5,BM1x;FC Final,5,JM2x
Alberto HERMO ALVAREZ	ESP	M	14 Mar 1987	1987	2004	2004	2004	FC Final,5,JM4-
Francisco IZQUIERDO MARTINEZ	ESP	M	26 Oct 1987	1987	2005;2004	2004	2005	FB Final,4,JM8+;FC Final,5,JM4-
Isaac PRADA FERNANDEZ	ESP	M	3 May 1987	1987	2005;2004	2004	2005	FB Final,4,JM8+;FC Final,5,JM4-
Carles GRABULOSA AGUILERA	ESP	M	3 Feb 1986	1986	2004	2004	2004	FB Final,1,JM8+
Josep TEIXIDOR VILARNAU	ESP	M	15 Dec 1987	1987	2004	2004	2004	FB Final,1,JM8+
Tomas VIDAL YANEZ	ESP	M	16 Oct 1986	1986	2004	2004	2004	FB Final,1,JM8+
Valentin RIVAS LOPEZ	ESP	M	27 Oct 1986	1986	None	None	NoneNone
Marcos SARMIENTO SANCHEZ	ESP	M	3 Sep 1988	1988	None	None	NoneNone
Sara MORENO ADAME	ESP	W	1 Feb 1985	1985	2006	2006	2006	FC Final,1,BW2x
Paul-Henri CARDOT	FRA	M	15 Jun 1987	1987	2004	2004	2004	FA Final,6,JM8+
Charles BURKITT	GBR	M	28 Apr 1986	1986	2008;2008;2007;2004	2004	2008	FA Final,6,M8+;FA Final,3,BM2-;FA Final,3,BM2-;FA Final,2,JM4+
Harry SCARR	GBR	M	17 Mar 1986	1986	2004	2004	2004	FA Final,2,JM4+
Christopher DOUSE	GBR	M	8 Aug 1986	1986	2004	2004	2004	FA Final,2,JM4+
Elizabeth HILLS	GBR	W	1 Jun 1987	1987	2004	2004	2004	FA Final,5,JW2-
Victoria TATMAN	GBR	W	22 Apr 1986	1986	2004	2004	2004	FA Final,5,JW2-
Timothy CHALK	GBR	M	20 Aug 1987	1987	2004	2004	2004	FC Final,6,JM2-
Giles RITCHIE	GBR	M	23 Sep 1986	1986	2004	2004	2004	FC Final,6,JM2-
Francesca JUS-BURKE	GBR	W	3 Jan 1987	1987	2007;2007;2006;2005;2004	2004	2007	FA Final,3,BW4x;FB Final,2,W4x;FA Final,2,BW4x;FA Final,3,JW4x;FA Final,6,JW4-
Ben SMISSEN	GBR	M	31 Aug 1987	1987	2004	2004	2004	FB Final,5,JM4-
Robin EJSMOND-FREY	GBR	M	14 Mar 1986	1986	2005;2004	2004	2005	FB Final,4,BM8+;FB Final,5,JM4-
Kristina STILLER	GBR	W	23 Jun 1987	1987	2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2014;2013;2013;2013;2013;2009;2009;2008;2008;2008;2008;2007;2007;2006;2005;2004	2004	2016	FA Final,4,W4x;FA Final,5,W4x;FA Final,4,W4x;FB Final,2,W4x;FA Final,6,W4x;FB Final,1,W4x;FA Final,4,W4x;FB Final,3,W4x;FB Final,1,W4x;FA Final,5,W4x;FA Final,5,W4x;FB Final,3,W4x;FB Final,4,W4x;FA Final,5,W4x;FA Final,4,W4x;FA Final,5,W8+;FA Final,5,W8+;FA Final,5,W2x;FA Final,2,BW1x;FB Final,5,W1x;FC Final,1,W1x;FA Final,3,BW4x;FB Final,2,W4x;FA Final,2,BW4x;FA Final,3,JW4x;FB Final,3,JW2x
Lauren FISHER	GBR	W	17 Feb 1986	1986	2007;2007;2007;2004	2004	2007	FA Final,3,W8+;FA Final,3,BW4x;FB Final,2,W4x;FB Final,3,JW2x
Josh DAVIDSON	GBR	M	19 Sep 1986	1986	2008;2007;2004	2004	2008	FA Final,5,BM8+;FA Final,6,BM8+;FB Final,6,JM4x
Jonathan MC NUFF	GBR	M	27 Aug 1986	1986	2004	2004	2004	FB Final,4,JM8+
William VERRILL	GBR	M	27 Aug 1986	1986	2004	2004	2004	FB Final,4,JM8+
William FERGUSON	GBR	M	15 Oct 1986	1986	2004	2004	2004	FB Final,4,JM8+
Nicholas STILES	GBR	M	2 Sep 1986	1986	2004	2004	2004	FB Final,4,JM8+
Brian CULLEN	GBR	M	5 Sep 1986	1986	2004	2004	2004	FB Final,4,JM8+
Jonathan WATKINS	GBR	M	22 Mar 1986	1986	2004	2004	2004	FB Final,4,JM8+
Thomas WINTERTON	GBR	M	24 Jun 1986	1986	2004	2004	2004	SA/B 1 Semifinal,6,JM8+
Kay BENEKE	GER	M	27 Jan 1987	1987	2005;2004	2004	2005	FA Final,3,JM2-;FB Final,2,JM4+
Christoph PUESCHEL	GER	M	13 Dec 1986	1986	2004	2004	2004	FB Final,2,JM4+
Marc ROSSMEIER	GER	M	1 May 1986	1986	2004	2004	2004	FB Final,2,JM4+
Arman LAHOUTI	GER	M	7 Oct 1986	1986	2007;2006;2005;2004	2004	2007	FA Final,2,BM8+;FB Final,2,BM4+;FA Final,1,BM4+;FB Final,2,JM4+
Malte SCHUBERT	GER	M	12 May 1986	1986	2004	2004	2004	FA Final,6,JM2-
Matthias LOHSE	GER	M	26 Jul 1986	1986	2004	2004	2004	FA Final,6,JM2-
Maren RUSSE	GER	W	6 Apr 1986	1986	2007;2005;2004	2004	2007	FA Final,3,LW4x;FB Final,1,BW4-;FA Final,1,JW4-
Karoline STREHL	GER	W	20 Oct 1986	1986	2004	2004	2004	FA Final,1,JW4-
Svenja SANDERS	GER	W	11 Feb 1986	1986	2004	2004	2004	FA Final,1,JW4-
Melanie STAELBERG	GER	W	30 May 1986	1986	2004	2004	2004	FA Final,1,JW4-
Richard SCHMIDT	GER	M	23 May 1987	1987	2018;2018;2018;2018;2018;2017;2017;2017;2017;2016;2016;2016;2016;2015;2015;2015;2015;2015;None;2014;2014;2014;2013;2013;2013;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2009;2008;2008;2008;2008;2007;2007;2007;2005;2004	2004	None	FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,2,M8+;FA Final,1,M8+;FA Final,2,M8+;FA Final,1,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M4-;FA Final,2,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M4-;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,5,M2-;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M4-;FA Final,4,M8+;FA Final,6,M4-;FA Final,4,BM8+;FC Final,3,M2-;FA Final,2,M4-;FA Final,1,BM4-;FB Final,3,M4-;FA Final,2,JM4-;FA Final,3,JM4-
Sebastian MUELLER	GER	M	28 Feb 1987	1987	2005;2004	2004	2005	FA Final,2,JM4-;FA Final,3,JM4-
Ivan SARIC	GER	M	29 Jan 1987	1987	2008;2007;2006;2005;2004	2004	2008	FA Final,3,BM4+;FA Final,4,BM4+;FB Final,2,BM4+;FA Final,2,JM4-;FA Final,3,JM4-
Gregor KOLB	GER	M	21 Jul 1987	1987	2005;2004	2004	2005	FA Final,2,JM4-;FA Final,3,JM4-
Julia KROEGER	GER	W	4 Aug 1988	1988	2009;2009;2009;2008;2007;2007;2006;2004	2004	2009	FA Final,1,LW4x;FA Final,2,BLW2x;FA Final,1,LW4x;FA Final,1,BLW2x;FA Final,5,LW4x;FB Final,3,BLW2x;FA Final,1,JW4x;FA Final,5,JW1x
Philipp KNAUTHE	GER	M	6 Jun 1987	1987	2004	2004	2004	R3 Repechage,6,JM1x
Christian PROPHET	GER	M	1 Mar 1986	1986	2004	2004	2004	F Final,4,JM2+
Susanne HERBRAND	GER	W	10 Feb 1986	1986	2005;2005;2004	2004	2005	FA Final,5,BW2x;FA Final,5,W4x;FA Final,3,JW2x
Mandy REPPNER	GER	W	14 Jan 1988	1988	2010;2006;2005;2004	2004	2010	F Final,4,BW8+;FA Final,1,JW4x;FA Final,1,JW4x;FA Final,1,JW4x
Vera DOHMEN	GER	W	29 Jun 1987	1987	2004	2004	2004	FA Final,1,JW4x
Anna-Theresa KLUCHERT	GER	W	13 Nov 1988	1988	2007;2006;2006;2005;2005;2004	2004	2007	FB Final,3,W2x;FB Final,4,W2x;FC Final,1,W2x;FA Final,1,JW4x;FC Final,3,W1x;FA Final,1,JW4x
Charlott GOLDSTEIN	GER	W	26 Jun 1986	1986	2004	2004	2004	FA Final,1,JW4x
Martin GULYAS	GER	M	10 Jul 1987	1987	2009;2009;2009;2008;2008;2007;2005;2004	2004	2009	FB Final,1,M1x;FC Final,2,M1x;FB Final,5,M1x;FB Final,3,M1x;FA Final,1,BM4x;FA Final,1,BM4x;FA Final,2,JM4x;FA Final,4,JM4x
Robert BERTRAM	GER	M	10 Oct 1986	1986	2007;2007;2006;2004	2004	2007	FA Final,3,BM1x;FA Final,3,M4x;FA Final,3,BM4x;FA Final,4,JM4x
Felix FELDHAUS	GER	M	6 Oct 1986	1986	2007;2006;2005;2004	2004	2007	FA Final,2,BM8+;FA Final,2,BM8+;FA Final,1,BM4+;FA Final,4,JM4x
Mareike HELMERS	GER	W	3 Mar 1986	1986	2004	2004	2004	FA Final,4,JW8+
Nora HERMANS	GER	W	2 May 1987	1987	2005	2005	2005	FA Final,1,JW8+
Lisa-Marie HUETTENBERGER	GER	W	21 Aug 1986	1986	2004	2004	2004	FA Final,4,JW8+
Anika KNIEST	GER	W	9 May 1987	1987	2011;2011;2011;2010;2010;2010;2010;2009;2009;2009;2008;2008;2007;2006;2006;2005;2004	2004	2011	FB Final,2,W8+;FA Final,6,W8+;FA Final,1,W8+;FB Final,1,W8+;FA Final,3,W8+;F Final,2,W4-;FA Final,3,W8+;FA Final,4,W8+;FA Final,4,W8+;FA Final,1,W8+;FA Final,5,BW8+;R2 Repechage,4,W8+;FA Final,2,BW8+;FA Final,3,BW8+;FB Final,1,W8+;FA Final,1,JW8+;FA Final,4,JW8+
Tina SCHNEEMANN	GER	W	8 Dec 1987	1987	2006;2005;2004	2004	2006	FA Final,4,BW4-;FA Final,3,JW4-;FA Final,4,JW8+
Mona STINNER	GER	W	3 Jul 1987	1987	2007;2004	2004	2007	FA Final,4,BW4-;FA Final,4,JW8+
Gundula WINTER	GER	W	26 Feb 1987	1987	2004	2004	2004	FA Final,4,JW8+
Bastian BETTHAEUSER	GER	M	27 Aug 1986	1986	2004	2004	2004	FA Final,3,JM8+
Mathis JESSEN	GER	M	31 May 1987	1987	2009;2008;2006;2005;2004	2004	2009	FA Final,5,BM2-;FA Final,1,BM4-;FA Final,3,BM4-;FA Final,2,JM8+;FA Final,3,JM8+
Philipp KARNATZ	GER	M	11 Jul 1987	1987	2011;2005;2004	2004	2011	F Final,6,M8+;FA Final,2,JM8+;FA Final,3,JM8+
Thomas PROTZE	GER	M	27 Oct 1986	1986	2011;2010;2010;2009;2009;2009;2008;2007;2006;2004	2004	2011	F Final,6,M8+;FC Final,6,M4-;FB Final,3,M2-;FB Final,1,M4-;FA Final,4,M4-;FA Final,1,M8+;FA Final,4,BM8+;FA Final,2,BM8+;FA Final,2,BM8+;FA Final,3,JM8+
Dev WIJEKOON	GER	M	20 May 1987	1987	2008;2007;2005;2004	2004	2008	FA Final,3,BM4+;FA Final,4,BM4+;FA Final,2,JM8+;FA Final,3,JM8+
Kathleen KIRCHHOFF	GER	W	10 Apr 1986	1986	2008;2007;2006	2006	2008	FA Final,2,BW4x;FA Final,4,BW4x;FA Final,3,BW4x
Josephine FOERSTER	GER	W	28 Aug 1988	1988	2005	2005	2005	FA Final,3,JW4-
Annika HELD	GER	W	24 Jun 1986	1986	2005	2005	2005	FB Final,1,BW4-
Fides PIEPENBRINK	GER	W	21 Nov 1987	1987	2004	2004	2004	FA Final,4,JW8+
Stephanie WAGNER	GER	W	11 Jan 1986	1986	2008;2008;2007;2006;2005	2005	2008	FA Final,5,LW4x;FA Final,3,LW4x;FA Final,4,LW4x;FA Final,4,BLW1x;FA Final,3,BLW1x
Simon LINDER	GER	M	26 May 1986	1986	None	None	NoneNone
Maximilian BOENTGEN	GER	M	11 Apr 1986	1986	None	None	NoneNone
Vasiliki LASKARIDOU	GRE	W	13 Apr 1987	1987	2004	2004	2004	FA Final,4,JW2-
Andreas VASDEKIS	GRE	M	3 May 1986	1986	2004	2004	2004	FB Final,5,JM8+
Petros POULAKIS	GRE	M	19 Jun 1987	1987	2005;2004	2004	2005	FB Final,1,JM8+;FB Final,5,JM8+
Alexandra OIKONOMOU	GRE	W	14 Apr 1988	1988	2004	2004	2004	FB Final,6,JW2x
Andreas TILELIS	GRE	M	17 Feb 1986	1986	2008;2007;2006;2006;2005;2004	2004	2008	FA Final,4,BM2x;FB Final,2,BM1x;FA Final,4,BM2x;FD Final,6,M2x;FB Final,1,BM1x;FB Final,4,JM2x
Giorgios KORDATOS	GRE	M	24 Jan 1987	1987	2004	2004	2004	FB Final,5,JM8+
Georgios TZIALLAS	GRE	M	14 Jul 1987	1987	2016;2016;2016;2015;2015;2014;2014;2014;2012;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2009;2009;2009;2009;2009;2008;2008;2008;2007;2007;2007;2007;2007;2006;2006;2006;2005;2004	2004	2016	FB Final,2,M4-;FA Final,6,M4-;FA Final,5,M4-;FB Final,3,M4-;FA Final,2,M4-;FA Final,6,M4-;FC Final,3,M2-;FA Final,2,M4-;FA Final,1,M4-;FA Final,4,M4-;FA Final,3,M4-;FA Final,2,M4-;FA Final,1,M4-;FA Final,2,M4-;FA Final,2,M4-;FA Final,2,M4-;FA Final,3,M2-;FA Final,1,M2-;FA Final,3,M2-;FA Final,4,M2-;FA Final,1,M4-;FB Final,4,M4-;FA Final,1,BM2-;FB Final,1,M2-;FA Final,3,M4-;FA Final,1,M4-;FA Final,1,BM2-;FB Final,3,M4-;FA Final,3,M4-;FC Final,1,M4-;FA Final,1,BM2-;FA Final,6,M4-;FB Final,2,M4-;FA Final,6,M2+;FA Final,2,BM4-;FD Final,1,M4-;FB Final,1,JM8+;FB Final,5,JM8+
Charisis CHIRAS	GRE	M	2 Jul 1987	1987	2004	2004	2004	FB Final,5,JM8+
Georgios LAMPROPOULOS	GRE	M	7 Mar 1987	1987	2005	2005	2005	FB Final,1,JM8+
Thanasis KROKIDIS	GRE	M	23 Sep 1987	1987	2005;2004	2004	2005	FB Final,1,JM8+;FB Final,5,JM8+
Giorgios MELLOS	GRE	M	21 Aug 1986	1986	None	None	NoneNone
Panagiota-Nagia VASILIOU	GRE	W	15 Jul 1988	1988	None	None	NoneNone
Efstratios ALEXIDIS	GRE	M	20 Mar 1987	1987	2005	2005	2005	FC Final,3,JM1x
Kuriakou MARKOU	GRE	M	7 Feb 1986	1986	None	None	NoneNone
Dominika KARACSONY	HUN	W	13 Aug 1987	1987	2006;2005;2004	2004	2006	FB Final,2,BW4x;FB Final,2,JW2x;FB Final,2,JW2x
Brigitta TOLGYESI	HUN	W	25 Nov 1986	1986	2008;2007;2006;2005;2004	2004	2008	FC Final,2,BW2x;FA Final,6,BW2x;FB Final,2,BW4x;FB Final,4,BW2x;FB Final,2,JW2x
Oliver SZABADKAI	HUN	M	18 Nov 1987	1987	2007;2006;2005;2004	2004	2007	FB Final,5,BM4x;FA Final,4,BM4x;FC Final,5,JM4x;FC Final,2,JM4x
Enrique MAILLO	ESP	M	12 Apr 1987	1987	None	None	NoneNone
Antonio CALIZ CAMPAL	ESP	M	7 Apr 1987	1987	2005	2005	2005	FB Final,4,JM8+
Daniel GONZALEZ	ESP	M	5 Apr 1986	1986	None	None	NoneNone
Mattia BOSCHELLI	ITA	M	31 Dec 1987	1987	2008;2007;2006;2005;2004	2004	2008	FB Final,3,BM4x;FB Final,5,BM8+;FB Final,6,BM4x;FA Final,1,JM4x;FA Final,5,JM4+
Federico MICAELLI	ITA	M	12 Apr 1987	1987	2005;2004	2004	2005	FA Final,2,JM4+;FA Final,5,JM4+
Leopoldo SANSONE	ITA	M	12 Mar 1987	1987	2013;2013;2013;2012;2012;2011;2011;2011;2011;2010;2010;2009;2009;2008;2008;2007;2005;2004	2004	2013	FB Final,2,M8+;FB Final,1,M8+;FB Final,2,M8+;FA Final,2,M8+;FC Final,1,M4-;FB Final,3,M1x;FE Final,1,M1x;FC Final,2,M2x;FB Final,1,M2x;FF Final,3,M1x;FA Final,6,M2x;FB Final,2,BM8+;FC Final,5,M2x;FA Final,1,BM4+;FF Final,6,M1x;FA Final,1,BM4+;FB Final,6,JM8+;FA Final,5,JM4+
Ivan DURANTE	ITA	M	20 Feb 1987	1987	2005;2004	2004	2005	FA Final,5,JM2x;FA Final,5,JM4+
Lavinia TINELLI	ITA	W	16 Feb 1987	1987	2005;2004	2004	2005	FA Final,3,JW2-;FA Final,2,JW2-
Cristina ROMITI	ITA	W	9 Jul 1988	1988	2008;2008;2007;2007;2007;2006;2005;2004	2004	2008	FA Final,4,W8+;FA Final,1,BW4-;FA Final,6,W4-;FA Final,1,BW4-;FA Final,3,W4-;FA Final,2,JW4-;FA Final,3,JW2-;FA Final,2,JW2-
Franco VARRONE	ITA	M	4 Mar 1986	1986	2004	2004	2004	FC Final,1,JM2-
Massimo DE PICCOLI	ITA	M	25 Oct 1986	1986	2004	2004	2004	FC Final,1,JM2-
Eugenia SANNITA	ITA	W	27 Sep 1986	1986	2004	2004	2004	R Repechage,0,JW4-
Sabrina MARGHERITA	ITA	W	25 Jan 1986	1986	2004	2004	2004	R Repechage,0,JW4-
Maria SCALICI	ITA	W	23 Jun 1986	1986	2004	2004	2004	R Repechage,0,JW4-
Marco DI GERONIMO	ITA	M	10 Mar 1986	1986	2004	2004	2004	FC Final,2,JM4-
Enrico MAUTINO	ITA	M	7 Aug 1986	1986	2004	2004	2004	FC Final,2,JM4-
