name	country	gender	birthdate	birthyear	competition_years	first	last	results
Dmitry BOGACHEV	RUS	M	2 Jan 1985	1985	2006	2006	2006	FC Final,2,BLM4-
Yulia BOLGOVA	RUS	W	12 Apr 1984	1984	2006	2006	2006	FA Final,6,BW4x
Alexey DVORNIKOV	RUS	M	23 Nov 1985	1985	2007;2006	2006	2007	FB Final,3,BLM4x;FA Final,4,BLM4x
Igor GORYACHEV	RUS	M	18 May 1987	1987	2009;2008;2007;2006	2006	2009	FC Final,3,BLM4-;FB Final,2,BLM4-;FC Final,4,BLM4-;FC Final,2,BLM4-
Pavel GVOZDYUK	RUS	M	5 Oct 1986	1986	2008;2006	2006	2008	FB Final,2,BM8+;FB Final,5,BM4x
Mikhail IVANNIKOV	RUS	M	30 Nov 1987	1987	2009;2008;2007;2006	2006	2009	FC Final,3,BLM4-;FB Final,2,BLM4-;FC Final,4,BLM4-;FC Final,2,BLM4-
Anastasia KARABELSHCHIKOVA	RUS	W	4 Aug 1985	1985	2016;2016;2016;2015;2015;2014;2014;2013;2013;2012;2011;2011;2007;2007;2007;2006	2006	2016	FA Final,5,W8+;FA Final,3,W8+;FA Final,3,W8+;FA Final,5,W8+;FA Final,1,W8+;FA Final,5,W8+;FB Final,2,W8+;FB Final,2,W8+;F Final,3,W8+;FA Final,6,W8+;F Final,5,W8+;FB Final,1,W8+;R1 Repechage,0,W8+;FA Final,6,W8+;FB Final,3,W8+;FA Final,6,BW8+
Dmitry KARBUSOV	RUS	M	2 Feb 1984	1984	2006	2006	2006	FA Final,5,BLM2x
Alexey KONYUSHKOV	RUS	M	22 Jun 1988	1988	None	None	NoneNone
Dmitry KUSWALIEV	RUS	M	20 Mar 1986	1986	2006	2006	2006	FA Final,4,BLM4x
Rashit MIRGALIEV	RUS	M	15 Jun 1985	1985	2007;2006	2006	2007	FC Final,4,BLM4-;FC Final,2,BLM4-
Evgenia ODINTSOVA	RUS	W	19 Aug 1986	1986	2006	2006	2006	FA Final,6,BW4x
Maxim ROMBOVSKIY	RUS	M	3 Mar 1985	1985	2006	2006	2006	FB Final,4,BM4+
Anna SAZONOVA	RUS	W	11 Apr 1987	1987	2009;2006	2006	2009	FA Final,4,W8+;FA Final,5,BW4-
Oleksandr GRECHKA	UKR	M	None	None	None	None	NoneNone
Iuliia GRYN	UKR	W	10 Sep 1988	1988	2015;2010;2009;2007;2006	2006	2015	R1 Repechage,5,W8+;FB Final,2,BW2-;R Repechage,5,BW8+;FB Final,1,BW4-;FA Final,6,JW2-
Iryna IAROSH	UKR	W	25 Mar 1985	1985	2007;2007	2007	2007	FA Final,5,W8+;FA Final,4,BW2-
Mauxym NAUMOV	UKR	M	None	None	None	None	NoneNone
Oleksandr POPKO	UKR	M	29 Sep 1986	1986	2006	2006	2006	FB Final,6,BLM2x
Rosanne THORNYCROFT	ZIM	W	11 Jul 1985	1985	2006	2006	2006	FB Final,4,BW2-
Micheen THORNYCROFT	ZIM	W	26 Jun 1987	1987	2016;2016;2016;2015;2015;2015;2014;2014;2013;2013;2012;2012;2012;2009;2006	2006	2016	FB Final,5,W1x;FB Final,2,W1x;FB Final,3,W1x;F A Final,1,W1x;FB Final,6,W1x;FB Final,5,W1x;FD Final,2,W1x;FC Final,2,W1x;FB Final,4,W1x;FB Final,1,W1x;FC Final,2,W1x;FC Final,1,W1x;FB Final,4,W1x;FB Final,3,BW2-;FB Final,4,BW2-
Radvile KESTUTYTE	LTU	W	2 Sep 1997	1997	None	None	NoneNone
Kamel AIT DAOUD	ALG	M	18 May 1985	1985	2018;2015;2014;2008;2008;2008;2008;2007;2007;2007	2007	2018	FB Final,5,LM4x;F A Final,4,LM2x;FD Final,2,LM1x;FD Final,2,LM2x;R2 Repechage,6,LM2x;FC Final,5,LM2x;FE Final,4,LM2x;FC Final,5,BLM1x;FD Final,3,LM2x;FC Final,6,LM1x
Mohamed BOUKHATMI	ALG	M	12 Oct 1985	1985	None	None	NoneNone
Alfredo ARGANARAZ	ARG	M	12 Jul 1985	1985	2006	2006	2006	FC Final,1,BM2x
Andranik ALEKSANYAN	ARM	M	22 Mar 1984	1984	None	None	NoneNone
Gor SARGSYAN	ARM	M	3 Oct 1985	1985	2011;2007;2007	2007	2011	R Repechage,5,LM4x;FE Final,5,LM2x;FD Final,3,BLM1x
Nicholas ANDREW	AUS	M	20 Sep 1985	1985	2007;2006	2006	2007	FA Final,6,BM4-;FA Final,2,BM4+
Matthew BOLSTER	AUS	M	1 Feb 1984	1984	2006	2006	2006	FA Final,3,BLM4x
Christopher CLYNE	AUS	M	11 Oct 1984	1984	2006	2006	2006	FA Final,2,BM4+
Jayden EDWARDS	AUS	M	7 Jun 1986	1986	2006	2006	2006	FA Final,6,BM4-
Eduardo INOSTROZA	AUS	M	7 Feb 1984	1984	2006	2006	2006	FA Final,6,BLM2-
Ned KINNEAR	AUS	M	14 Feb 1987	1987	2013;2009;2008;2007;2006	2006	2013	FB Final,1,M8+;FA Final,4,BM8+;FA Final,4,BM4-;FA Final,6,BM4-;FA Final,2,BM4+
Conor MCCOMBE	AUS	M	19 Nov 1987	1987	2006	2006	2006	FA Final,5,BW8+
David MCGRATH	AUS	M	30 Aug 1984	1984	2008;2006	2006	2008	FB Final,2,LM8+;FA Final,2,BM4+
Stephanie MONSON	AUS	W	25 Jan 1986	1986	2006	2006	2006	FA Final,5,BW8+
Peder OLSEN	AUS	M	1 Aug 1986	1986	2006	2006	2006	FA Final,6,BM4-
Darryn PURCELL	AUS	M	5 Oct 1985	1985	2015;2015;2015;2014;2014;2014;2013;2013;2011;2010;2009;2008;2007;2006	2006	2015	FA Final,6,LM2-;FB Final,5,LM4-;FB Final,6,LM4-;FA Final,6,LM2-;FA Final,5,LM2-;FA Final,6,M4-;FB Final,4,LM4-;FA Final,5,M8+;F Final,1,LM8+;F Final,2,LM8+;FC Final,2,LM4-;FB Final,2,LM8+;FA Final,4,BLM4x;FA Final,3,BLM4x
Phoebe STANLEY	AUS	W	17 Oct 1985	1985	2012;2012;2012;2012;2011;2010;2010;2008;2008;2007;2007;2007;2006	2006	2012	FA Final,6,W8+;FA Final,5,W8+;FA Final,4,W8+;F Final,1,W8+;FB Final,1,W2-;FA Final,4,W2-;FA Final,5,W2-;FB Final,4,W2-;FA Final,1,W8+;FA Final,3,W4-;FA Final,2,W4-;FB Final,3,W2-;FA Final,5,BW8+
Blair TUNEVITSCH	AUS	M	28 Sep 1985	1985	2014;2014;2013;2013;2012;2012;2012;2011;2011;2010;2010;2010;2008;2007;2006	2006	2014	FA Final,5,LM4-;FA Final,5,LM4-;FB Final,4,LM4-;FA Final,5,M8+;FA Final,5,LM8+;FA Final,3,LM2-;FA Final,3,LM2-;F Final,1,LM8+;FC Final,4,LM1x;F Final,2,LM8+;FB Final,1,LM4-;FA Final,5,LM4-;FB Final,2,LM8+;FA Final,4,BLM4x;FA Final,3,BLM4x
Perry WARD	AUS	M	8 Dec 1987	1987	2015;2015;2014;2014;2014;2013;2013;2012;2010;2010;2010;2009;2008;2007;2006	2006	2015	FB Final,5,LM4-;FB Final,6,LM4-;FA Final,5,LM1x;FC Final,5,LM2x;FA Final,3,LM2x;FA Final,5,LM4x;FA Final,4,M4x;FA Final,5,LM8+;F Final,2,LM8+;FB Final,6,LM4-;FB Final,5,LM4-;FB Final,3,BLM4-;FB Final,2,LM8+;FA Final,4,BLM4x;FA Final,6,BLM2-
Joshua WILLIAMS	AUS	M	14 Dec 1986	1986	2006	2006	2006	FA Final,6,BM4-
Hristo HADZHIPEREV	BUL	M	22 May 1987	1987	2007	2007	2007	FB Final,2,M2-
Petar IVANOV	BUL	M	19 Feb 1986	1986	2007	2007	2007	FB Final,4,BLM1x
Yavor KRUMOV	BUL	M	14 Oct 1987	1987	None	None	NoneNone
Stoyna PENELOVA	BUL	W	19 Mar 1987	1987	None	None	NoneNone
Lyubomir TODOROV	BUL	M	23 Jan 1987	1987	None	None	NoneNone
Damien CUISINIER	FRA	M	21 Feb 1984	1984	None	None	NoneNone
Sophie PAUL	GER	W	1 Oct 1987	1987	2015;2015;2014;2014;2014;2013;2012;2011;2011;2010;2010;2010;2010;2009;2009;2009;2008;2008;2008;2007;2007;2006	2006	2015	FA Final,4,W4-;FA Final,3,W4-;FC Final,1,W2-;FA Final,3,W4-;FA Final,5,W8+;F Final,2,W8+;FB Final,3,W2x;FC Final,1,W2x;FA Final,2,W2x;FB Final,1,W1x;FB Final,3,W1x;FB Final,5,W1x;FA Final,5,W4x;FB Final,2,W2x;FA Final,1,W4x;FB Final,2,W1x;FA Final,4,W4x;FA Final,1,BW2x;FC Final,4,W1x;FA Final,3,W4x;FA Final,4,BW4x;FA Final,6,BW1x
Franz GRAVENHORST	GER	M	24 Sep 1985	1985	2008;2006	2006	2008	FA Final,4,LM4x;FB Final,2,BLM2x
Anna KAZUCH	GER	W	12 Jul 1984	1984	None	None	NoneNone
Stephan MEISSNER	GER	M	13 Jul 1986	1986	2006	2006	2006	FB Final,4,BLM2-
Matthew TROTT	NZL	M	26 Apr 1980	1980	2012;2012;2011;2011;2010;2010;2010;2009;2009;2009;2008;2008;2007;2007;2006	2006	2012	FB Final,1,M4x;H2 Heat,2,M4x;FB Final,4,M4x;FA Final,6,M4x;FB Final,1,M4x;FB Final,5,M4x;FB Final,3,M4x;FA Final,4,M2x;FA Final,4,M2x;FA Final,2,M2x;FC Final,2,M1x;FC Final,5,M1x;FA Final,6,M2x;FA Final,4,M2x;FD Final,2,M1x
Eva PAUS	GER	W	6 Jan 1984	1984	2011;2010;2010;2010;2010;2009;2009;2006	2006	2011	FC Final,4,W2-;FB Final,1,W8+;FA Final,3,W8+;FA Final,6,W8+;FA Final,3,W8+;FA Final,5,W4-;FA Final,3,W4-;FA Final,2,BW2x
Jonas SCHUETZEBERG	GER	M	13 Jun 1984	1984	2013;2013;2012;2012;2012;2011;2011;2010;2010;2009;2009;2008;2007;2006	2006	2013	FA Final,2,LM4x;FA Final,1,LM4x;FA Final,1,LM8+;FB Final,2,LM4-;FB Final,3,LM1x;FA Final,2,LM4x;FA Final,1,LM4x;F Final,4,LM4x;FA Final,2,LM4x;FA Final,6,LM8+;FA Final,3,LM8+;FA Final,2,LM8+;FA Final,5,LM4x;FA Final,1,BLM4x
Ingo VOIGT	GER	M	4 Dec 1985	1985	2011;2011;2010;2009;2009;2009;2007;2006	2006	2011	FA Final,2,LM4x;FA Final,1,LM4x;FA Final,2,LM4x;FC Final,6,LM1x;FA Final,3,LM4x;FB Final,5,LM1x;FA Final,3,BLM1x;FB Final,2,BLM2x
Hergen MEIJER	NED	M	27 Jan 1984	1984	2008;2008;2007;2007;2006	2006	2008	FB Final,2,M8+;FB Final,1,M8+;FA Final,5,M4+;FA Final,2,M4+;FB Final,5,BM8+
Sander VAN DER MATTEN	NED	M	24 Jul 1984	1984	2006	2006	2006	FB Final,4,BLM4x
Jose CAVADAS	POR	M	18 Sep 1987	1987	2006;2006	2006	2006	FD Final,3,LM4-;FB Final,5,BLM4-
Joana CORREIA	POR	W	10 Oct 1987	1987	2006	2006	2006	FC Final,2,BW2x
Gualter GRACA MACEDO	POR	M	31 May 1985	1985	2008;2007;2007;2007;2006	2006	2008	FC Final,6,LM4-;FD Final,4,LM4-;FD Final,6,LM4-;FD Final,3,LM4-;FB Final,5,BLM4-
Diogo PINHEIRO	POR	M	29 Jul 1987	1987	2012;2012;2011;2011;2011;2010;2010;2006;2006	2006	2012	R1 Repechage,3,LM4-;FB Final,3,LM2-;FB Final,1,LM4-;FC Final,1,LM1x;FB Final,4,LM1x;FB Final,2,LM1x;FC Final,2,LM4-;FD Final,3,LM1x;FD Final,2,BLM1x
Renato RODRIGUES	POR	M	7 Aug 1987	1987	2008;2007;2007;2007;2006	2006	2008	FC Final,6,BLM2x;FD Final,4,LM4-;FD Final,6,LM4-;FD Final,3,LM4-;FB Final,5,BLM4-
Ana VIEIRA SILVA	POR	W	24 Apr 1987	1987	2007;2007;2006	2006	2007	FC Final,1,BW1x;FE Final,4,W1x;FC Final,2,BW2x
Vanessa SIMOES	POR	W	28 Nov 1987	1987	2006;2006	2006	2006	R Repechage,5,LW4x;FC Final,3,BLW1x
Jure CVET	SLO	M	21 Oct 1987	1987	2013;2012;2012;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2008;2007;2006	2006	2013	FC Final,4,LM2x;SA/B 1 Semifinal,6,LM2x;FC Final,3,LM2x;FD Final,5,LM2x;FE Final,1,LM2x;FD Final,5,LM2x;FB Final,6,LM2x;FA Final,5,LM2x;FC Final,3,LM2x;FB Final,3,LM2x;FB Final,3,LM2x;FC Final,1,LM2x;FA Final,2,BLM2x;FA Final,6,LM2x;FD Final,5,LM2x;FB Final,3,BLM2x
Rajko HRVAT	SLO	M	25 Sep 1986	1986	2018;2018;2018;2018;2017;2017;2017;2017;2017;2016;2016;2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2013;2013;2013;2012;2012;2012;2012;2011;2011;2011;2010;2008;2007;2006	2006	2018	FB Final,4,LM1x;FB Final,1,LM1x;FB Final,6,LM1x;FB Final,3,LM1x;FC Final,1,LM1x;FA Final,6,LM1x;FA Final,4,LM1x;FB Final,1,LM1x;FB Final,1,LM1x;FA Final,4,LM1x;FA Final,5,LM1x;FA Final,4,LM1x;FA Final,3,LM1x;FA Final,1,LM1x;FA Final,2,LM1x;FC Final,6,LM2x;FA Final,3,LM1x;FA Final,2,LM1x;FC Final,5,LM1x;FA Final,6,LM1x;FB Final,3,LM1x;FC Final,3,LM1x;FD Final,1,LM2x;FB Final,2,LM1x;FC Final,1,LM2x;FB Final,6,LM1x;FB Final,4,LM1x;FD Final,4,LM2x;FB Final,6,LM1x;FD Final,3,LM1x;FB Final,6,LM1x;FB Final,5,LM1x;FA Final,6,BLM1x;FC Final,6,BLM1x;FC Final,5,BLM1x
Jernej JURSE	SLO	M	22 Sep 1987	1987	2012;2011;2010;2009;2008;2008;2007;2007;2007;2006	2006	2012	FC Final,3,M4-;FA Final,5,M4-;FB Final,5,M4-;FA Final,6,BM4-;FC Final,1,M4x;FA Final,4,M4x;FA Final,6,M4x;FA Final,5,BM4x;FA Final,6,M4x;FB Final,1,BM4x
Gorkhan DALGIC	TUR	M	18 Apr 1987	1987	None	None	NoneNone
Erhan ERTURK	TUR	M	30 Mar 1984	1984	2006	2006	2006	FC Final,3,BM2x
Huseyin KANDEMIR	TUR	M	9 Sep 1986	1986	2017;2016;2016;2016;2015;2015;2015;2015;2014;2014;2013;2012;2012;2011;2008;2007;2006	2006	2017	FC Final,4,LM2x;FC Final,4,LM2x;FA Final,2,LM2x;FB Final,4,LM2x;FC Final,2,LM2x;FB Final,2,LM2x;FA Final,6,LM2x;FB Final,2,LM2x;FA Final,3,LM8+;FB Final,3,LM2-;FB Final,2,LM2x;FC Final,2,LM4x;R Repechage,4,LM2x;FB Final,4,LM1x;FC Final,3,BLM2x;FB Final,3,BLM2x;FB Final,5,BLM2x
Yigit SAYGILIGIL	TUR	M	30 Aug 1986	1986	2008;2007;2006	2006	2008	FC Final,3,BLM2x;FB Final,3,BLM2x;FB Final,5,BLM2x
Milos STANOJEVIC	SRB	M	27 May 1984	1984	2018;2018;2018;2017;2017;2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2013;2012;2012;2011;2011;2011;2011;2011;2010;2010;2010;2010;2009;2009;2008;2008;2007;2007;2006	2006	2018	FC Final,3,LM1x;FB Final,5,M4-;FC Final,5,LM1x;FC Final,6,LM1x;FB Final,6,LM1x;FA Final,6,LM1x;R1 Repechage,4,LM4-;FC Final,2,LM4-;FA Final,3,LM1x;FA Final,2,LM1x;FC Final,3,LM2x;H4 Heat,4,LM2x;FD Final,6,LM1x;FB Final,1,LM1x;FB Final,2,LM1x;FB Final,6,LM1x;FA Final,3,LM4-;FA Final,4,LM4-;FA Final,3,LM4-;FB Final,6,LM4-;FB Final,1,LM4-;FA Final,6,LM4-;FB Final,5,LM2x;FB Final,2,LM4-;FA Final,5,LM4-;FA Final,4,LM4-;FA Final,6,LM2x;FA Final,3,LM4-;FB Final,3,LM2x;FB Final,5,LM1x;FD Final,3,LM2x;FB Final,1,LM4x;H2 Heat,6,LM1x;FB Final,5,BLM2-
Katelin GUREGIAN	USA	W	16 Aug 1987	1987	2018;2018;2017;2017;2016;2016;2015;2015;2014;2014;2013;2013;2010;2009;2009;2008;2007;2006	2006	2018	FA Final,1,W8+;FA Final,3,W8+;FA Final,4,W8+;FA Final,3,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,2,W8+;FA Final,1,BW8+;FA Final,3,BW8+;FA Final,1,BW8+
Genevra STONE	USA	W	11 Jul 1985	1985	2016;2016;2015;2015;2015;2014;2014;2012;2012;2012;2011;2011;2011;2010;2007;2006	2006	2016	FA Final,2,W1x;FA Final,2,W1x;FA Final,4,W1x;FA Final,3,W1x;FA Final,2,W1x;FB Final,3,W1x;FA Final,5,W1x;FB Final,1,W1x;FB Final,2,W4x;FA Final,3,W1x;FB Final,5,W1x;FC Final,1,W1x;FB Final,2,W1x;FB Final,1,W1x;FA Final,1,BW4x;FA Final,1,BW8+
Devan DARBY	USA	W	25 Jun 1984	1984	2006	2006	2006	FA Final,1,BW8+
Esther LOFGREN	USA	W	28 Feb 1985	1985	2013;2013;2013;2012;2012;2011;2011;2010;2010;2009;2009;2008;2008;2007;2006;2006	2006	2013	FA Final,5,W4x;FA Final,6,W4x;FA Final,5,W2x;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,4,W4x;FA Final,1,W8+;FA Final,1,W8+;FA Final,2,W4-;FA Final,2,W8+;FA Final,2,W4-;FA Final,1,W8+;FA Final,1,BW4x;FA Final,3,W4-;FA Final,1,BW8+
Megan SMITH	USA	W	9 Apr 1985	1985	2007;2006	2006	2007	FA Final,3,BW8+;FA Final,1,BW8+
Katherine GLESSNER	USA	W	11 Mar 1986	1986	2012;2012;2011;2011;2010;2010;2009;2009;2008;2006	2006	2012	FB Final,2,W4x;FA Final,4,W4x;FB Final,2,W2-;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,2,W8+;FA Final,1,BW8+;FA Final,1,BW8+
Anne KENNEDY	USA	W	20 Feb 1985	1985	2007;2006	2006	2007	FA Final,3,BW8+;FA Final,1,BW8+
Ellen TOMEK	USA	W	1 May 1984	1984	2018;2018;2017;2017;2016;2015;2015;2014;2014;2014;2013;2013;2013;2009;2009;2008;2008;2008;2007;2006	2006	2018	FA Final,3,W2x;FA Final,3,W2x;FA Final,2,W2x;FA Final,6,W2x;FA Final,6,W2x;FB Final,5,W2x;FA Final,2,W2x;FA Final,6,W2x;FA Final,5,W2x;FA Final,2,W2x;FB Final,1,W2x;FA Final,3,W2x;FA Final,2,W8+;FA Final,6,W2x;FA Final,2,W4x;FA Final,5,W2x;FA Final,4,W2x;FB Final,1,W2x;FA Final,6,W4x;FA Final,4,BW2-
Heather JOHNSON	USA	W	21 Feb 1984	1984	2006	2006	2006	FB Final,5,BLW1x
Patrick RUBY	USA	M	9 Jul 1985	1985	2006	2006	2006	FB Final,1,BLM4-
Scott WALLEN	USA	M	24 Aug 1984	1984	2007;2006	2006	2007	FC Final,2,LM4-;FB Final,1,BLM4-
Andrew DIEBOLD	USA	M	28 Feb 1984	1984	2009;2007;2006	2006	2009	FA Final,2,LM8+;FA Final,5,LM8+;FB Final,1,BLM4-
Benjamin COOLEY	USA	M	11 Sep 1984	1984	None	None	NoneNone
Brian DE REGT	USA	M	3 Jul 1986	1986	2011;2011;2011;2010;2010;2010;2010;2009;2009;2006	2006	2011	FC Final,2,LM2x;FB Final,2,LM2x;FA Final,6,LM2x;FB Final,5,LM2x;FB Final,2,LM2x;FA Final,4,LM2x;FB Final,1,LM2x;FB Final,6,LM4-;R Repechage,4,LM4-;FA Final,2,BLM4x
Richard KLEIN	USA	M	25 Jun 1986	1986	2007;2006	2006	2007	FB Final,4,BLM4x;FA Final,2,BLM4x
Theodore SOBOLEWSKI  III	USA	M	29 Apr 1986	1986	2007;2006	2006	2007	FC Final,4,BM4x;FC Final,2,BM4x
Peter GRAVES	USA	M	25 Oct 1984	1984	2016;2016;2014;2014;2012;2011;2009;2006	2006	2016	R1 Repechage,5,M4x;FA Final,3,M4x;FB Final,2,M4x;FA Final,3,M4x;R Repechage,4,M4x;FC Final,4,M2x;FC Final,4,M2x;FC Final,2,BM4x
Kevin BAUM	USA	M	1 Nov 1984	1984	2006	2006	2006	FA Final,6,BM4+
Max VICE-RESHEL	USA	M	16 Dec 1984	1984	2006	2006	2006	FA Final,6,BM4+
William MILLER	USA	M	13 Jun 1984	1984	2012;2012;2011;2011;2011;2010;2010;2010;2009;2009;2006	2006	2012	FA Final,4,M8+;F Final,1,M8+;FB Final,2,M4x;FB Final,5,M2x;FA Final,5,M2x;FB Final,2,M4x;FB Final,2,M4x;FB Final,1,M4x;FB Final,6,M4x;FA Final,4,M4x;FA Final,6,BM4+
Vincent MCCALL	USA	M	16 Mar 1984	1984	2006	2006	2006	FA Final,6,BM4+
HARRISON	USA	M	28 Mar 1985	1985	2006	2006	2006	FA Final,5,BM8+
Jacob CORNELIUS	USA	M	2 Oct 1984	1984	2012;2012;2010;2010;2010;2009;2006	2006	2012	FA Final,4,M8+;F Final,1,M8+;FA Final,6,M8+;FB Final,4,M2-;FA Final,6,M2-;FB Final,3,M8+;FA Final,5,BM8+
Andrew KAUFMAN	USA	M	8 Nov 1984	1984	2006	2006	2006	FA Final,5,BM8+
William ENGLAND	USA	M	1 Apr 1985	1985	2007;2006	2006	2007	FA Final,4,BM8+;FA Final,5,BM8+
William BOSTON	USA	M	23 Dec 1984	1984	2006	2006	2006	FA Final,5,BM8+
Nathan ROOKS	USA	M	25 Jul 1985	1985	2007;2006	2006	2007	FA Final,4,BM8+;FA Final,5,BM8+
Paschalina KARAMYTILIOU	GRE	W	7 Dec 1989	1989	2008;2008;2007;2007;2006	2006	2008	FA Final,6,BLW1x;FC Final,1,LW1x;FA Final,3,JW4x;FB Final,2,BLW2x;FA Final,4,JW4x
Jonathan WINTER	USA	M	29 Feb 1984	1984	2011;2011;2011;2010;2010;2010;2010;2009;2009;2009;2006	2006	2011	FC Final,2,LM2x;FB Final,2,LM2x;FA Final,6,LM2x;FB Final,5,LM2x;FB Final,2,LM2x;FA Final,4,LM2x;FB Final,1,LM2x;FA Final,6,LM4x;FC Final,4,LM2x;FB Final,3,LM1x;FA Final,2,BLM4x
Daniel FELDMAN	USA	M	18 Nov 1985	1985	2006	2006	2006	FA Final,2,BLM4x
Gregory VOIVENEL	FRA	M	3 Jul 1986	1986	None	None	NoneNone
Arsen PAPYAN	ARM	M	5 Jun 1985	1985	None	None	NoneNone
Rosario AITA	ITA	M	14 Nov 1992	1992	2006	2006	2006	FA Final,3,BM4+
Anniken ELLINGSEN	NOR	W	28 Mar 1987	1987	2009;2007;2007;2007;2007;2006	2006	2009	FB Final,1,BLW1x;FC Final,3,LW2x;FB Final,3,LW2x;FB Final,6,LW2x;FD Final,5,LW2x;FB Final,2,BLW1x
Rafael MORON ROMERO	ESP	M	13 Feb 1987	1987	2007;2006	2006	2007	FB Final,6,BLM4-;FC Final,3,BLM2x
Patryk KRAUSE	POL	M	1 Aug 1989	1989	2006	2006	2006	FB Final,3,BM4+
Pieter-Jan DORMAAL	NED	M	18 Jun 1984	1984	2006	2006	2006	FB Final,5,BM8+
Thomas GRAVES	USA	M	22 Jun 1982	1982	2016;2016;2013;2011;2009;2006	2006	2016	FC Final,5,M1x;FD Final,2,M1x;FB Final,2,M4x;FC Final,4,M2x;FC Final,4,M2x;FC Final,5,M1x
Denise TANGOU	TOG	W	20 Dec 1984	1984	2006	2006	2006	FC Final,5,BLW1x
Jevgenia RONDINA	EST	W	20 May 1989	1989	2008;2008;2007;2007;2007;2006;2006	2006	2008	FB Final,4,BW2x;FC Final,1,W2x;FC Final,2,W2x;FA Final,2,JW2x;FB Final,2,W2x;FA Final,1,JW2x;FA Final,5,BW2x
James OKELLO	KEN	M	6 Dec 1987	1987	2006	2006	2006	H1 Heat,6,BLM2x
Moritz SCHWYZER	SUI	M	13 Jul 1989	1989	2006	2006	2006	FB Final,1,LM8+
Nabil CHIALI	ALG	M	9 Sep 1989	1989	2006	2006	2006	FD Final,4,JM1x
Adam WERTHEIMER	AUS	M	25 Sep 1988	1988	2010;2006	2006	2010	FB Final,3,BM8+;FA Final,1,JM2-
Alexander SCHARP	AUS	M	18 Jan 1988	1988	2010;2009;2008;2006	2006	2010	FB Final,3,BM8+;FA Final,4,BM8+;FB Final,1,BM8+;FA Final,3,JM4x
Bede CLARKE	AUS	M	31 Oct 1988	1988	2006	2006	2006	FA Final,3,JM4x
Brittany MANN	AUS	W	3 Sep 1989	1989	2007;2006	2006	2007	FB Final,2,JW2x;FA Final,4,JW4-
Emily ROSE	AUS	W	13 Oct 1988	1988	2009;2008;2007;2006	2006	2009	FA Final,4,W4-;FA Final,2,BW2-;FA Final,2,BW4-;FA Final,4,JW4-
Georgia BAKER	AUS	W	27 May 1988	1988	2010;2009;2006	2006	2010	FA Final,5,BW4x;FB Final,2,BW4x;FA Final,4,JW4-
Hugo STRUSS	AUS	M	16 Aug 1988	1988	2006	2006	2006	FA Final,3,JM4x
Jonothan HOOKWAY	AUS	M	9 Dec 1988	1988	2015;2010;2007;2006	2006	2015	FB Final,1,LM4x;FB Final,6,BLM4-;FB Final,3,BLM4-;FA Final,1,JM2-
Kurt SPENCER	AUS	M	13 Nov 1989	1989	2008;2007;2006	2006	2008	FB Final,1,BM8+;FA Final,5,JM4+;FA Final,3,JM4x
Morag MCCALLUM	AUS	W	7 Dec 1988	1988	2006	2006	2006	FA Final,4,JW4-
Agnes SPERRER	AUT	W	4 Sep 1989	1989	2009;2008;2007;2006	2006	2009	FA Final,6,BLW2x;FA Final,5,LW2x;FA Final,5,JW4x;FA Final,3,JW4x
Alexander AUSSERWOEGER	AUT	M	13 Mar 1988	1988	2007;2006	2006	2007	FC Final,4,BM1x;FB Final,4,JM2x
Birgit PUEHRINGER	AUT	W	25 Jan 1989	1989	2018;2017;2017;2017;2015;2015;2015;2014;2014;2014;2014;2010;2010;2010;2009;2009;2008;2008;2007;2007;2006	2006	2018	FB Final,3,W2x;FD Final,2,W1x;FB Final,6,W1x;FB Final,4,W1x;FC Final,6,W2x;FC Final,1,W2x;FC Final,1,W2x;FC Final,3,W2x;FC Final,1,W2x;FB Final,6,W2x;FB Final,3,W2x;FB Final,3,BW4x;FB Final,6,W4x;FB Final,3,W4x;FB Final,4,W2x;FA Final,4,BW2x;FA Final,5,W4x;FB Final,6,BW2x;FA Final,4,W4x;FA Final,3,JW2x;FA Final,3,JW4x
Christine SCHOENTHALER	AUT	W	18 May 1989	1989	2008;2008;2007;2007;2006	2006	2008	FA Final,5,W4x;FB Final,6,BW2x;FA Final,4,W4x;FA Final,5,JW4x;FA Final,2,JW2x
Dietmar KOLAR	AUT	M	11 Apr 1988	1988	2008	2008	2008	FB Final,5,BM4x
